date;nom_point;latitude;longitude;vitesse_reelle;vitesse_habituelle;bouchon_seconds;niveau traffic
2025-12-14 19:41:26;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 19:41:27;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-14 19:41:27;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 19:41:27;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 19:41:28;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 19:41:28;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 19:41:28;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 19:46:28;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;73;109;37;0
2025-12-14 19:46:29;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 19:46:29;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;73;109;37;0
2025-12-14 19:46:29;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 19:46:30;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 19:46:30;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 19:46:30;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 19:46:30;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 19:51:31;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;58;109;65;1
2025-12-14 19:51:31;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 19:51:31;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;58;109;65;1
2025-12-14 19:51:31;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 19:51:32;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 19:51:32;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 19:51:32;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 19:51:33;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 19:56:33;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;64;110;53;0
2025-12-14 19:56:33;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 19:56:33;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;64;110;53;0
2025-12-14 19:56:34;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 19:56:34;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 19:56:34;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 19:56:35;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 19:56:35;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 20:01:35;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;59;110;64;1
2025-12-14 20:01:35;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 20:01:36;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;59;110;64;1
2025-12-14 20:01:36;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 20:01:36;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 20:01:37;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 20:01:37;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 20:01:37;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 20:06:37;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;44;109;110;1
2025-12-14 20:06:38;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 20:06:38;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;44;109;110;1
2025-12-14 20:06:38;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 20:06:38;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 20:06:39;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 20:06:39;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 20:06:39;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 20:11:40;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;35;111;158;2
2025-12-14 20:11:40;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 20:11:40;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;35;111;158;2
2025-12-14 20:11:40;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 20:11:41;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 20:11:41;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 20:11:41;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 20:11:42;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 20:16:42;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;39;108;133;2
2025-12-14 20:16:42;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 20:16:42;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;39;108;133;2
2025-12-14 20:16:43;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 20:16:43;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 20:16:43;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 20:16:44;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 20:16:44;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 20:21:44;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;39;109;134;2
2025-12-14 20:21:44;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 20:21:45;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;39;109;134;2
2025-12-14 20:21:45;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 20:21:45;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 20:21:46;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 20:21:46;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 20:21:46;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 20:26:46;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;28;109;215;2
2025-12-14 20:26:47;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 20:26:47;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;28;109;215;2
2025-12-14 20:26:47;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 20:26:47;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 20:26:48;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 20:26:48;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 20:26:48;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 20:31:49;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;33;109;171;2
2025-12-14 20:31:49;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 20:31:49;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;33;109;171;2
2025-12-14 20:31:49;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 20:31:50;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 20:31:50;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 20:31:50;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 20:31:51;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 20:36:51;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;35;109;157;2
2025-12-14 20:36:51;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 20:36:51;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;35;109;157;2
2025-12-14 20:36:52;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 20:36:52;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 20:36:52;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 20:36:53;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 20:36:53;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 20:41:53;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;33;109;171;2
2025-12-14 20:41:53;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 20:41:54;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;33;109;171;2
2025-12-14 20:41:54;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 20:41:54;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 20:41:55;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 20:41:55;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 20:41:55;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 20:46:55;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;39;109;134;2
2025-12-14 20:46:56;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 20:46:56;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;39;109;134;2
2025-12-14 20:46:56;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 20:46:57;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 20:46:57;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 20:46:57;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 20:46:57;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 20:51:58;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;76;109;32;0
2025-12-14 20:51:58;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 20:51:58;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;76;109;32;0
2025-12-14 20:51:58;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 20:51:59;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 20:51:59;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 20:51:59;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 20:52:00;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 20:57:00;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-14 20:57:00;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 20:57:00;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-14 20:57:01;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 20:57:01;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 20:57:01;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 20:57:02;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 20:57:02;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 21:02:02;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-14 21:02:02;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 21:02:03;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-14 21:02:03;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 21:02:03;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 21:02:04;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 21:02:04;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 21:02:04;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 21:07:04;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-14 21:07:05;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 21:07:05;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-14 21:07:05;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 21:07:06;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 21:07:06;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 21:07:06;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 21:07:06;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-14 21:12:07;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-14 21:12:07;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-14 21:12:07;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-14 21:12:08;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-14 21:12:08;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-14 21:12:08;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-14 21:12:09;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-14 21:12:09;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 12:47:55;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 12:47:55;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 12:47:55;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 12:47:56;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 12:47:56;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 12:47:56;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 12:47:57;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 12:47:57;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 12:52:57;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 12:52:57;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 12:52:58;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 12:52:58;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 12:52:58;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 12:52:59;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 12:52:59;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 12:52:59;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 12:57:59;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 12:58:00;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 12:58:00;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 12:58:00;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 12:58:01;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 12:58:01;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 12:58:01;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 12:58:01;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 13:03:02;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 13:03:02;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 13:03:02;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 13:03:03;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 13:03:03;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 13:03:03;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 13:03:03;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 13:03:04;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 13:08:04;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 13:08:04;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 13:08:05;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 13:08:05;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 13:08:05;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 13:08:06;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 13:08:06;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 13:08:06;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 13:13:06;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 13:13:07;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 13:13:07;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 13:13:07;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 13:13:08;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 13:13:08;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 13:13:08;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 13:13:08;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 13:18:09;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 13:18:09;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 13:18:09;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 13:18:10;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 13:18:10;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 13:18:10;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 13:18:10;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 13:18:11;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 13:23:11;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 13:23:11;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 13:23:12;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 13:23:12;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 13:23:12;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 13:23:12;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 13:23:13;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 13:23:13;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 13:28:13;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 13:28:14;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 13:28:14;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 13:28:14;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 13:28:14;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 13:28:15;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 13:28:15;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 13:28:15;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 13:33:16;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 13:33:16;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 13:33:16;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 13:33:16;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 13:33:17;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 13:33:17;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 13:33:17;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 13:33:18;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 13:38:18;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 13:38:18;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 13:38:18;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 13:38:19;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 13:38:19;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 13:38:19;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 13:38:20;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 13:38:20;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 13:43:20;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 13:43:20;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 13:43:21;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 13:43:21;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 13:43:21;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 13:43:21;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 13:43:22;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 13:43:22;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 13:48:22;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 13:48:23;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 13:48:23;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 13:48:23;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 13:48:24;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 13:48:24;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 13:48:24;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 13:48:24;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 13:53:25;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 13:53:25;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 13:53:25;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 13:53:26;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 13:53:26;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 13:53:26;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 13:53:26;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 13:53:27;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 13:58:27;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 13:58:27;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
2025-12-15 13:58:28;Point B_1 - Mid_Inser1-2 vers D;50.432193;2.937499;110;110;0;0
2025-12-15 13:58:28;Point C_1 _ Inser 2 vers D;50.430505;2.9621;109;109;0;0
2025-12-15 13:58:28;Point D_1 _ Sortie1 _ vers D;50.428886;2.979063;98;98;0;0
2025-12-15 13:58:29;Point E_1 _ Insertion- vers L;50.423737;3.022513;108;108;0;0
2025-12-15 13:58:29;Point F_1 _ Radar _ Douai;50.424005;3.020059;105;105;0;0
2025-12-15 13:58:29;Point G_1 _ Sortie Final _  vers D;50.388299;3.128845;104;104;0;0
2025-12-15 14:03:29;Point A_1 - Vrai Point Inser1 vers D ;50.431664;2.931068;110;110;0;0
2025-12-15 14:03:30;Point A_2 - Inser1 vers L  (Corrigé);50.43177;2.931005;112;112;0;0
